order_id,customer_id,product_id,order_date,quantity,total_amount,order_status
55440,1233,2006,2023-10-04,3,,Pending
55441,2110,2051,2023-08-19,3,1340.83,Shipped
55442,2922,2076,2023-06-15,3,374.23,Completed
55443,2292,2024,2024-04-28,2,245.23,Completed
55444,2379,2067,2023-07-26,1,78.93,Completed
55445,1564,2008,2023-12-12,1,257.18,Completed
55446,2647,2167,2024-03-25,2,100.12,Completed
55447,2477,2033,2023-08-30,1,489.44,Completed
55448,2085,2042,2024-04-27,4,1589.93,Pending
55449,2001,2192,2023-12-05,2,582.51,Shipped
55450,1558,2081,2024-01-04,1,83.75,Pending
55451,1446,2176,2023-11-08,5,1480.83,Cancelled
55452,2275,2070,2023-08-12,4,1605.0,Completed
55453,3188,2071,2023-11-16,3,373.76,Completed
55454,3193,2040,2023-12-23,5,427.22,Shipped
55455,2511,2016,2024-02-29,1,153.11,Cancelled
55456,3378,2169,2023-11-07,1,111.91,Completed
55457,1548,2050,2023-11-25,5,1004.79,Completed
55458,2425,2131,2023-06-29,2,951.56,Shipped
55459,2366,2166,2023-08-27,5,1354.94,Completed
55460,1115,2127,2023-11-09,1,439.61,Shipped
55461,3083,2023,2024-03-26,4,1635.76,Completed
55462,2062,2076,2023-08-07,3,332.69,Shipped
55463,2939,2127,2024-02-06,4,580.91,Completed
55464,3317,2100,2023-10-14,5,707.54,Completed
55465,2750,2073,2023-06-28,1,231.51,Pending
55466,3328,2137,2024-02-17,2,420.67,Cancelled
55467,2780,2033,2024-05-09,4,791.89,Completed
55468,1852,2128,2024-01-23,5,666.19,Cancelled
55469,2441,2167,2023-10-27,4,139.33,Completed
55470,1573,2032,2023-06-12,3,109.71,Completed
55471,2477,2065,2023-11-29,2,622.9,Completed
55472,1380,2194,2024-01-09,1,297.41,Cancelled
55473,1912,2037,2024-04-19,3,742.95,Pending
55474,3309,2037,2023-12-21,2,392.54,Completed
55475,2954,2076,2023-09-12,1,350.68,Completed
55476,1892,2034,2023-12-08,1,333.32,Completed
55477,3395,2077,2023-10-05,5,1332.72,Cancelled
55478,2060,2069,2023-08-19,4,1157.94,Completed
55479,1637,2176,2023-10-03,4,272.53,Pending
55480,3423,2068,2024-03-18,4,,Completed
55481,2255,2155,2024-05-23,3,1088.54,Completed
55482,2870,2188,2024-02-15,1,107.32,Shipped
55483,1791,2186,2023-07-26,4,1448.3,Completed
55484,1589,2113,2023-07-25,5,667.88,Completed
55485,2147,2007,2023-08-22,2,619.72,Completed
55486,2615,2171,2023-08-06,4,836.18,Pending
55487,2674,2070,2024-05-29,1,389.06,Completed
55488,1166,2072,2023-12-17,3,1020.89,Completed
55489,1331,2042,2024-03-09,4,539.67,Completed
55490,1503,2005,2023-11-27,1,470.42,Shipped
55491,1538,2137,2024-04-04,2,85.97,Shipped
55492,2196,2174,2024-04-21,3,912.42,Completed
55493,3155,2184,2023-08-09,4,1581.7,Pending
55494,3009,2124,2023-10-18,2,245.96,Completed
55495,2304,2179,2023-10-14,2,915.12,Completed
55496,2872,2050,2023-08-08,4,1088.06,Completed
55497,3491,2108,2024-03-23,2,125.82,Completed
55498,1491,2011,2023-06-07,2,410.39,Pending
55499,2807,2194,2023-08-24,1,147.29,Shipped
55500,2030,2179,2024-02-23,4,1917.19,Cancelled
55501,2568,2088,2023-09-19,4,229.74,Completed
55502,2952,2064,2023-07-28,1,194.15,Completed
55503,3296,2146,2024-03-13,2,112.22,Pending
55504,1910,2008,2024-05-06,5,2471.84,Completed
55505,2951,2160,2023-09-16,2,493.72,Completed
55506,1432,2034,2024-04-09,4,1978.92,Completed
55507,1351,2190,2023-11-07,5,932.23,Completed
55508,2860,2172,2023-12-09,5,1642.39,Shipped
55509,1110,2135,2023-08-16,4,1133.81,Completed
55510,1002,2156,2023-07-01,4,386.41,Completed
55511,3297,2168,2024-04-17,4,262.24,Completed
55512,1497,2134,2024-03-26,3,569.72,Completed
55513,3443,2165,2024-05-24,3,887.58,Completed
55514,1539,2061,2023-09-16,1,411.11,Cancelled
55515,3114,2185,2024-01-24,3,238.86,Completed
55516,2825,2159,2023-06-16,2,208.98,Completed
55517,3257,2135,2024-03-02,1,402.32,Completed
55518,3479,2073,2023-07-05,4,738.82,Completed
55519,2146,2032,2023-09-22,1,47.36,Cancelled
55520,3238,2109,2024-02-08,3,,Pending
55521,2330,2088,2024-05-15,5,927.95,Completed
55522,3408,2087,2024-03-21,1,169.24,Completed
55523,2216,2159,2024-01-11,2,906.19,Pending
55524,2689,2160,2023-10-28,4,343.08,Completed
55525,3055,2110,2023-11-21,1,281.58,Completed
55526,2180,2197,2024-05-19,2,87.39,Completed
55527,3267,2070,2024-05-05,3,1376.46,Shipped
55528,2062,2103,2023-08-14,1,256.32,Pending
55529,2069,2170,2023-09-08,3,936.8,Completed
55530,3352,2074,2023-07-25,4,1589.81,Shipped
55531,2547,2115,2023-10-10,1,234.77,Shipped
55532,3293,2173,2024-05-21,4,1170.92,Shipped
55533,2475,2137,2023-11-09,4,614.39,Completed
55534,1353,2014,2023-12-20,4,969.69,Completed
55535,2757,2075,2023-07-17,5,1188.05,Completed
55536,3372,2116,2024-03-02,5,2245.32,Completed
55537,2862,2122,2023-06-27,1,484.33,Completed
55538,3356,2055,2023-07-27,4,1507.02,Completed
55539,3448,2134,2023-08-15,3,1474.6,Pending
55540,3239,2004,2023-10-17,4,105.21,Completed
55541,2977,2161,2024-03-28,2,419.53,Completed
55542,3085,2115,2023-12-09,4,1594.1,Completed
55543,2770,2179,2024-03-28,2,769.01,Completed
55544,1652,2121,2023-09-15,3,1181.25,Completed
55545,1578,2094,2023-12-17,4,1981.43,Completed
55546,1633,2064,2023-06-03,1,287.47,Completed
55547,2876,2169,2024-02-15,5,953.7,Cancelled
55548,1472,2095,2023-09-28,2,720.36,Completed
55549,2395,2199,2023-12-16,4,137.47,Cancelled
55550,3211,2186,2023-06-01,3,1381.54,Cancelled
55551,1872,2105,2024-04-30,5,234.67,Completed
55552,1127,2052,2023-10-16,1,415.05,Completed
55553,2662,2087,2024-04-30,2,168.76,Cancelled
55554,2324,2112,2024-03-01,3,953.56,Shipped
55555,3467,2114,2024-01-12,1,374.77,Completed
55556,2746,2012,2023-06-13,4,617.48,Pending
55557,1407,2072,2023-10-01,2,878.29,Completed
55558,1209,2072,2024-03-29,1,371.55,Shipped
55559,3000,2080,2023-10-24,2,418.14,Pending
55560,1338,2170,2024-04-22,4,,Shipped
55561,2878,2112,2023-09-04,1,455.61,Pending
55562,3007,2078,2023-06-04,3,438.33,Completed
55563,3055,2112,2024-01-06,1,273.67,Completed
55564,3209,2186,2024-02-11,3,170.57,Completed
55565,3004,2130,2023-12-03,2,646.38,Completed
55566,1446,2186,2024-04-05,5,1313.85,Completed
55567,2714,2054,2024-05-28,3,1052.62,Completed
55568,1337,2163,2023-08-22,2,244.71,Completed
55569,3361,2150,2024-02-24,2,166.54,Cancelled
55570,1098,2004,2024-01-23,1,125.52,Completed
55571,1028,2075,2023-10-18,5,739.1,Completed
55572,2720,2117,2024-02-03,1,197.6,Shipped
55573,2090,2029,2024-01-24,4,842.12,Completed
55574,2293,2107,2024-03-07,5,2114.83,Cancelled
55575,1347,2026,2023-12-23,3,603.08,Shipped
55576,2642,2126,2024-05-07,4,1528.49,Pending
55577,2526,2122,2024-01-08,4,861.65,Completed
55578,2969,2101,2023-06-24,5,962.87,Completed
55579,3049,2172,2023-11-23,2,606.81,Completed
55580,2350,2083,2023-09-03,1,258.23,Completed
55581,2178,2147,2024-04-15,5,1358.59,Cancelled
55582,1551,2152,2024-03-12,5,1283.17,Completed
55583,2918,2093,2023-11-01,3,276.98,Completed
55584,2766,2020,2024-05-17,5,984.31,Completed
55585,2697,2156,2023-08-27,5,2088.81,Pending
55586,1951,2166,2024-02-25,4,1591.73,Completed
55587,1143,2016,2023-12-12,4,365.42,Pending
55588,2769,2052,2024-03-26,1,141.73,Completed
55589,2053,2064,2023-06-29,2,134.51,Shipped
55590,1778,2146,2023-10-01,2,829.76,Completed
55591,1445,2029,2024-02-16,3,1027.73,Pending
55592,2449,2065,2024-02-12,5,893.04,Cancelled
55593,3041,2082,2023-12-08,2,711.7,Completed
55594,1629,2146,2023-12-19,1,188.21,Completed
55595,1790,2106,2024-04-07,4,1879.17,Completed
55596,2863,2182,2024-02-23,2,351.51,Pending
55597,3343,2140,2023-09-11,5,1208.66,Completed
55598,1990,2085,2023-11-26,4,1914.96,Cancelled
55599,2770,2064,2024-05-02,2,817.49,Cancelled
55600,3356,2091,2024-05-29,5,,Completed
55601,1280,2119,2024-04-30,5,2318.13,Completed
55602,2586,2012,2024-05-20,1,310.0,Shipped
55603,3389,2029,2024-01-08,2,300.55,Pending
55604,3469,2079,2024-04-20,4,899.72,Completed
55605,3425,2051,2023-12-19,5,799.4,Pending
55606,3152,2093,2023-07-30,4,1935.59,Pending
55607,1784,2112,2024-02-02,5,1851.35,Cancelled
55608,1200,2024,2023-06-03,2,672.23,Pending
55609,1316,2156,2023-06-30,5,867.92,Shipped
55610,1522,2003,2023-09-05,5,2393.38,Pending
55611,1651,2026,2023-08-05,1,393.53,Completed
55612,1309,2147,2023-06-22,3,1356.13,Shipped
55613,2568,2044,2023-11-04,3,669.33,Completed
55614,1617,2010,2023-07-19,4,739.51,Pending
55615,1890,2162,2023-09-29,5,628.83,Shipped
55616,2446,2010,2024-02-23,2,323.55,Shipped
55617,1539,2099,2023-08-05,3,417.83,Cancelled
55618,1375,2071,2023-06-08,2,100.97,Pending
55619,2286,2081,2024-03-31,5,2115.69,Completed
55620,2121,2041,2023-07-02,2,889.94,Cancelled
55621,2219,2049,2023-11-25,1,256.73,Completed
55622,1060,2195,2024-04-03,2,750.63,Completed
55623,1755,2132,2023-06-28,5,1644.17,Cancelled
55624,3491,2120,2023-06-13,2,301.75,Completed
55625,2239,2052,2023-07-15,1,455.97,Completed
55626,2918,2124,2023-07-20,5,537.99,Shipped
55627,2346,2180,2024-05-19,2,941.77,Completed
55628,3003,2122,2024-04-18,2,515.04,Completed
55629,2406,2066,2024-01-12,4,223.26,Completed
55630,2818,2092,2024-01-30,2,370.68,Completed
55631,3284,2028,2023-10-26,4,1881.46,Completed
55632,2596,2105,2024-01-06,1,186.3,Shipped
55633,2012,2149,2023-09-20,5,1894.32,Completed
55634,3488,2069,2023-08-31,4,1444.83,Completed
55635,1283,2089,2023-07-01,1,123.65,Completed
55636,1912,2163,2023-10-06,5,245.03,Completed
55637,2936,2159,2024-03-03,5,1654.58,Completed
55638,3066,2047,2023-10-26,4,998.99,Completed
55639,3315,2018,2023-08-07,5,2179.06,Completed
55640,1906,2116,2023-07-28,5,,Pending
55641,2420,2154,2023-10-03,5,1779.94,Completed
55642,2291,2119,2024-05-07,1,475.74,Completed
55643,1346,2190,2023-07-16,4,1886.78,Completed
55644,1727,2009,2024-05-27,4,1727.11,Shipped
55645,2333,2154,2023-07-16,1,26.83,Completed
55646,2030,2049,2023-12-19,3,1324.09,Pending
55647,2094,2075,2023-10-07,2,832.53,Shipped
55648,3308,2108,2024-03-28,1,145.12,Completed
55649,1031,2162,2023-06-29,4,1295.58,Completed
55650,2809,2102,2024-02-12,2,353.18,Pending
55651,3084,2013,2024-04-17,5,2268.34,Pending
55652,3234,2082,2024-05-08,4,302.2,Cancelled
55653,1895,2049,2024-03-03,3,385.72,Completed
55654,1179,2151,2023-06-23,1,341.16,Completed
55655,1576,2088,2024-02-19,4,1326.24,Pending
55656,2827,2085,2023-10-24,4,802.38,Pending
55657,1494,2123,2023-08-24,5,1687.92,Pending
55658,1114,2062,2023-10-27,3,1219.88,Shipped
55659,1888,2057,2023-09-03,3,1243.56,Completed
55660,2693,2136,2023-10-24,1,183.74,Shipped
55661,2683,2189,2023-09-11,3,247.55,Completed
55662,3028,2053,2023-11-08,1,413.37,Cancelled
55663,2501,2028,2024-02-11,4,1180.87,Pending
55664,2471,2181,2024-03-16,3,1376.19,Pending
55665,2341,2106,2023-06-07,1,398.18,Shipped
55666,1937,2181,2023-09-21,4,1513.52,Completed
55667,1747,2146,2023-12-20,3,810.07,Shipped
55668,1573,2023,2023-06-05,5,504.42,Completed
55669,2336,2024,2023-10-14,3,578.21,Cancelled
55670,2509,2185,2023-09-10,4,1318.23,Completed
55671,2986,2102,2023-12-29,1,154.68,Completed
55672,1590,2110,2023-11-05,2,104.55,Cancelled
55673,2933,2012,2024-03-06,1,129.82,Pending
55674,1636,2046,2024-03-29,5,464.02,Completed
55675,1821,2093,2024-04-22,2,345.83,Shipped
55676,1780,2156,2023-08-18,2,626.99,Completed
55677,1135,2023,2024-05-10,3,884.07,Completed
55678,3282,2067,2023-06-14,4,1630.0,Shipped
55679,3424,2085,2023-09-10,5,254.28,Cancelled
55680,2917,2138,2023-09-17,3,,Pending
55681,2876,2176,2024-04-15,1,48.89,Pending
55682,3072,2040,2023-11-07,3,643.91,Pending
55683,2546,2156,2023-11-06,5,652.2,Shipped
55684,1020,2175,2024-03-16,3,374.77,Pending
55685,3071,2041,2024-05-15,3,1365.23,Completed
55686,3169,2084,2023-11-19,5,554.32,Shipped
55687,2750,2043,2024-03-19,4,1606.24,Pending
55688,2558,2145,2023-08-14,2,816.83,Completed
55689,2342,2115,2023-08-21,4,565.59,Completed
55690,2692,2139,2024-04-06,2,499.9,Completed
55691,2108,2120,2023-08-30,2,791.91,Shipped
55692,1987,2065,2024-04-22,3,1322.21,Pending
55693,2705,2102,2023-07-24,1,192.88,Completed
55694,3456,2187,2023-12-15,1,284.75,Pending
55695,3103,2102,2023-08-26,5,2057.67,Pending
55696,3130,2179,2024-02-23,4,1891.03,Cancelled
55697,1694,2070,2023-10-07,5,2248.57,Completed
55698,1078,2194,2023-10-04,5,980.54,Cancelled
55699,2750,2160,2024-05-28,3,669.35,Completed
55700,1941,2171,2023-11-01,3,142.05,Cancelled
55701,3213,2059,2024-05-22,2,875.39,Cancelled
55702,2015,2140,2023-06-15,1,212.64,Shipped
55703,1781,2069,2024-01-27,4,1212.67,Completed
55704,1834,2127,2024-02-08,5,2427.43,Completed
55705,3499,2142,2023-06-02,1,393.55,Completed
55706,1656,2008,2023-07-10,4,508.62,Cancelled
55707,2504,2047,2023-06-16,1,322.91,Completed
55708,3376,2026,2023-12-04,2,255.44,Completed
55709,1993,2102,2024-04-22,2,694.94,Completed
55710,1020,2152,2024-03-10,2,125.57,Pending
55711,1187,2047,2023-10-04,1,285.9,Pending
55712,2983,2048,2023-06-18,1,111.89,Completed
55713,3476,2005,2023-10-04,1,339.97,Pending
55714,2991,2163,2023-11-11,4,1817.69,Shipped
55715,1057,2002,2024-05-23,1,352.87,Shipped
55716,3384,2164,2023-07-11,4,814.81,Completed
55717,1871,2194,2023-08-29,3,1286.16,Cancelled
55718,1977,2066,2023-09-20,5,2285.47,Pending
55719,1466,2096,2023-07-08,3,480.67,Pending
55720,2248,2112,2024-04-12,1,,Shipped
55721,1240,2184,2024-05-19,5,1198.97,Completed
55722,2977,2037,2024-02-28,2,910.81,Completed
55723,1219,2012,2024-04-15,2,673.95,Shipped
55724,3129,2003,2024-03-06,2,318.88,Shipped
55725,3327,2165,2023-07-29,2,845.51,Completed
55726,1464,2098,2024-05-07,1,36.88,Cancelled
55727,1880,2046,2023-10-14,1,284.53,Completed
55728,2435,2048,2024-05-30,4,830.32,Completed
55729,1605,2168,2023-06-22,2,133.84,Completed
55730,1405,2112,2024-01-26,5,947.52,Completed
55731,1679,2136,2023-09-19,2,896.01,Pending
55732,1109,2026,2023-07-13,4,947.27,Completed
55733,1463,2111,2024-01-26,5,1102.16,Completed
55734,3449,2002,2023-08-31,3,211.59,Completed
55735,3078,2102,2023-10-10,2,460.69,Completed
55736,1065,2044,2023-08-27,1,317.03,Completed
55737,1343,2124,2024-05-17,3,372.42,Completed
55738,2159,2173,2023-06-07,3,1203.52,Completed
55739,3492,2134,2023-10-22,1,53.81,Completed
55740,1113,2115,2023-11-13,3,78.75,Completed
55741,3056,2082,2023-08-23,5,816.63,Pending
55742,2830,2016,2023-09-28,4,1057.99,Pending
55743,2852,2157,2024-02-07,1,373.57,Cancelled
55744,1931,2007,2024-04-29,4,846.14,Shipped
55745,2205,2011,2023-11-21,5,676.7,Completed
55746,1032,2022,2024-02-10,2,469.77,Pending
55747,3437,2114,2023-10-03,2,571.07,Cancelled
55748,1106,2031,2024-05-19,5,2280.97,Completed
55749,1045,2093,2023-07-26,1,381.92,Completed
55750,1792,2066,2023-06-15,4,1801.24,Pending
55751,3188,2008,2023-07-08,5,1541.78,Completed
55752,1121,2046,2023-11-03,1,215.58,Completed
55753,1271,2173,2024-01-27,3,1294.6,Pending
55754,1319,2185,2023-07-16,4,193.15,Pending
55755,2113,2139,2023-11-28,4,1176.81,Cancelled
55756,3278,2104,2023-09-08,1,102.68,Completed
55757,1230,2115,2024-05-04,5,184.94,Shipped
55758,2220,2140,2024-05-16,1,471.52,Cancelled
55759,3135,2031,2024-03-22,1,459.11,Completed
55760,2124,2086,2024-05-23,4,,Shipped
55761,2648,2119,2024-01-11,4,1814.03,Cancelled
55762,2386,2034,2023-10-16,5,1072.88,Completed
55763,1395,2124,2023-06-20,5,489.04,Completed
55764,2843,2109,2023-11-04,3,182.02,Pending
55765,2912,2195,2023-06-21,2,890.09,Shipped
55766,1843,2143,2023-06-03,3,1078.16,Completed
55767,1943,2079,2024-01-18,5,2200.69,Pending
55768,2886,2169,2023-08-09,3,1303.4,Shipped
55769,1610,2016,2024-04-12,3,981.46,Shipped
55770,1748,2137,2023-10-16,5,1464.57,Pending
55771,1966,2093,2024-05-28,5,1309.77,Pending
55772,1703,2159,2024-04-07,2,254.21,Shipped
55773,2391,2180,2024-01-28,1,102.62,Completed
55774,1123,2157,2023-10-03,5,1319.69,Shipped
55775,2736,2051,2024-05-31,5,2024.79,Completed
55776,2574,2074,2024-02-29,3,454.86,Shipped
55777,2864,2064,2024-03-26,5,677.23,Shipped
55778,2610,2174,2023-11-25,2,724.61,Cancelled
55779,1318,2142,2024-03-10,4,1356.88,Pending
55780,1681,2040,2024-01-29,2,366.82,Completed
55781,1962,2080,2023-06-02,4,1298.46,Completed
55782,1428,2106,2024-01-04,2,283.55,Completed
55783,1478,2068,2024-05-19,2,137.27,Pending
55784,1804,2066,2024-05-18,3,327.3,Pending
55785,1868,2103,2023-08-27,5,1446.94,Completed
55786,1890,2050,2023-12-04,4,161.09,Completed
55787,2091,2094,2023-12-03,1,376.59,Shipped
55788,2256,2053,2023-10-17,3,1405.97,Completed
55789,1318,2027,2024-01-26,3,452.82,Cancelled
55790,2086,2076,2024-03-17,3,756.22,Completed
55791,1683,2196,2023-07-12,5,1387.26,Completed
55792,1736,2161,2023-11-01,4,551.51,Completed
55793,2504,2020,2023-08-22,5,389.2,Pending
55794,2119,2193,2024-02-07,5,537.39,Completed
55795,2587,2074,2023-08-31,5,1541.05,Cancelled
55796,2812,2045,2023-10-08,4,1484.04,Completed
55797,1879,2167,2024-04-14,5,1379.74,Pending
55798,2535,2196,2024-04-26,5,2053.46,Completed
55799,1983,2001,2023-07-02,4,700.56,Completed
55800,2070,2095,2024-04-29,1,,Completed
55801,2139,2123,2024-03-18,2,921.53,Completed
55802,1200,2087,2024-01-25,5,532.35,Completed
55803,1806,2020,2023-06-14,5,343.0,Completed
55804,2657,2077,2023-10-01,4,1116.64,Shipped
55805,2573,2044,2023-11-05,2,757.54,Shipped
55806,1291,2069,2024-04-19,4,125.17,Pending
55807,3419,2100,2023-07-29,1,204.37,Cancelled
55808,2693,2063,2024-01-15,3,940.17,Completed
55809,1262,2133,2024-02-07,5,2394.91,Shipped
55810,1152,2099,2023-11-21,1,226.75,Completed
55811,2794,2022,2023-11-27,5,146.35,Completed
55812,1675,2082,2023-06-02,2,740.79,Completed
55813,1334,2107,2023-06-23,1,457.14,Completed
55814,1767,2124,2023-08-24,5,2329.85,Cancelled
55815,3217,2107,2024-02-17,2,656.93,Completed
55816,1708,2016,2024-03-10,4,1788.27,Completed
55817,3245,2076,2023-08-12,3,127.28,Pending
55818,2619,2196,2023-12-12,5,1560.71,Shipped
55819,2855,2130,2023-10-12,2,80.8,Completed
55820,1277,2074,2023-07-14,3,1269.36,Completed
55821,2055,2101,2023-06-08,4,523.39,Pending
55822,1695,2064,2024-05-27,5,2303.72,Completed
55823,2450,2149,2023-12-06,2,542.88,Completed
55824,3454,2182,2024-04-03,3,726.16,Completed
55825,2928,2179,2024-01-10,2,900.62,Pending
55826,3494,2129,2023-08-27,5,670.35,Completed
55827,2288,2128,2024-01-31,5,1239.42,Cancelled
55828,3190,2054,2023-12-17,4,925.64,Pending
55829,2278,2185,2024-04-16,1,44.17,Cancelled
55830,1895,2155,2023-10-18,5,370.52,Completed
55831,2150,2059,2024-03-18,1,488.24,Completed
55832,2777,2190,2023-06-14,2,554.2,Cancelled
55833,2679,2159,2024-04-19,4,908.52,Completed
55834,2717,2055,2023-11-30,3,1039.03,Pending
55835,1071,2125,2023-11-15,1,403.67,Completed
55836,1234,2023,2024-02-12,3,259.58,Completed
55837,1561,2098,2023-11-07,3,1378.7,Cancelled
55838,1096,2034,2023-10-21,3,904.96,Completed
55839,3056,2090,2024-04-06,2,355.57,Completed
55840,1985,2087,2023-08-20,3,,Pending
55841,2857,2196,2024-03-29,3,129.25,Pending
55842,2710,2175,2023-12-03,3,728.72,Completed
55843,2991,2065,2024-03-13,3,1111.57,Shipped
55844,1634,2085,2023-07-09,2,212.01,Completed
55845,3257,2075,2024-01-01,4,1606.91,Shipped
55846,1211,2022,2024-05-03,4,1630.33,Completed
55847,1647,2123,2024-03-28,2,640.11,Cancelled
55848,2754,2084,2023-08-22,2,797.21,Pending
55849,3034,2066,2024-05-13,5,2381.75,Cancelled
55850,1217,2037,2023-07-01,2,681.53,Completed
55851,2103,2010,2024-01-11,1,52.95,Completed
55852,1368,2088,2024-03-19,1,472.14,Completed
55853,1588,2107,2024-03-15,3,744.44,Completed
55854,1907,2178,2024-03-05,3,173.6,Completed
55855,3492,2124,2023-12-10,2,367.02,Cancelled
55856,2165,2107,2023-07-07,3,261.45,Pending
55857,1687,2006,2023-10-17,1,267.78,Completed
55858,1092,2102,2023-10-04,2,300.29,Pending
55859,1313,2018,2024-02-25,5,1308.18,Pending
55860,1774,2115,2023-08-13,5,551.45,Pending
55861,2431,2155,2023-09-05,2,706.97,Completed
55862,2175,2027,2024-05-30,5,281.65,Completed
55863,2576,2013,2023-10-04,2,986.14,Shipped
55864,1948,2016,2024-02-14,3,490.92,Completed
55865,3168,2167,2023-11-02,2,448.66,Pending
55866,1223,2171,2023-09-01,1,324.47,Completed
55867,1358,2057,2024-01-28,5,1408.18,Shipped
55868,1649,2176,2023-07-05,1,300.67,Pending
55869,2989,2186,2023-12-29,4,1885.13,Pending
55870,2864,2062,2023-12-31,3,1165.47,Pending
55871,2547,2080,2023-11-30,3,500.78,Cancelled
55872,1239,2054,2023-10-07,5,388.21,Completed
55873,2025,2052,2023-12-01,1,76.24,Completed
55874,1573,2098,2024-04-15,2,595.49,Completed
55875,1842,2061,2023-06-26,5,1593.39,Completed
55876,1788,2177,2023-10-06,2,670.16,Completed
55877,1843,2094,2024-05-13,1,172.88,Shipped
55878,3131,2081,2023-11-20,1,245.64,Completed
55879,2543,2065,2023-06-09,4,363.37,Pending
55880,1059,2099,2024-01-12,3,,Completed
55881,1506,2192,2023-10-31,3,1236.33,Pending
55882,2790,2041,2023-07-25,4,1922.45,Cancelled
55883,2003,2189,2023-10-09,2,480.51,Cancelled
55884,2858,2064,2023-06-28,2,603.98,Completed
55885,2790,2146,2023-11-15,4,1844.63,Completed
55886,1688,2171,2023-06-18,2,267.45,Completed
55887,3078,2159,2023-09-14,4,977.98,Completed
55888,1659,2096,2024-03-06,2,560.16,Cancelled
55889,3292,2155,2023-07-14,5,1716.01,Shipped
55890,3415,2077,2024-04-04,3,1431.17,Pending
55891,2368,2160,2024-03-25,1,380.84,Shipped
55892,3392,2071,2023-11-08,4,1347.94,Completed
55893,2223,2111,2023-10-07,3,280.74,Cancelled
55894,1025,2008,2023-10-11,1,485.05,Completed
55895,2242,2040,2024-02-25,4,1041.48,Completed
55896,2353,2066,2024-02-08,1,399.04,Cancelled
55897,3409,2121,2024-02-05,5,1757.8,Completed
55898,1512,2176,2023-11-02,4,957.71,Completed
55899,1936,2109,2024-02-06,2,770.83,Completed
55900,1183,2191,2023-08-05,5,1781.99,Completed
55901,2269,2171,2023-07-10,4,1018.76,Shipped
55902,1133,2163,2024-02-09,2,306.36,Pending
55903,1176,2173,2023-10-06,1,221.46,Completed
55904,2221,2004,2024-02-05,5,1592.95,Shipped
55905,1360,2099,2023-10-16,3,761.04,Completed
55906,2999,2089,2023-10-26,2,731.68,Shipped
55907,1825,2033,2024-03-14,4,1030.78,Cancelled
55908,2387,2024,2023-11-29,1,225.88,Pending
55909,3135,2131,2023-07-06,3,585.97,Pending
55910,1450,2178,2023-11-14,3,1266.09,Shipped
55911,2706,2021,2024-01-02,4,1163.39,Cancelled
55912,2236,2012,2024-03-16,2,449.55,Shipped
55913,1979,2100,2023-10-07,4,1314.53,Completed
55914,3330,2095,2023-11-08,1,355.41,Completed
55915,1294,2057,2023-09-15,5,918.78,Completed
55916,1768,2034,2023-10-12,3,1401.83,Cancelled
55917,1609,2096,2023-12-20,5,1084.72,Cancelled
55918,1527,2021,2023-08-14,4,1816.73,Pending
55919,2278,2143,2024-05-24,4,1201.49,Cancelled
55920,2246,2135,2024-02-02,5,,Cancelled
55921,3485,2105,2023-09-10,1,296.54,Completed
55922,1240,2089,2023-08-22,4,1291.25,Completed
55923,1840,2100,2024-03-19,2,221.41,Completed
55924,3308,2188,2023-07-11,4,575.84,Completed
55925,1018,2031,2023-08-08,4,634.98,Cancelled
55926,1041,2029,2024-02-05,4,487.22,Completed
55927,3482,2024,2024-03-19,5,2172.86,Completed
55928,2912,2175,2024-04-29,1,422.51,Completed
55929,2417,2058,2023-12-16,1,224.53,Completed
55930,1712,2050,2023-06-07,4,458.27,Pending
55931,2927,2053,2024-04-24,3,773.72,Completed
55932,2604,2159,2023-10-27,2,778.03,Cancelled
55933,2268,2017,2023-06-01,3,1328.82,Shipped
55934,1145,2056,2023-08-21,4,486.15,Completed
55935,1523,2079,2024-02-24,2,723.98,Completed
55936,2561,2053,2023-11-14,2,699.34,Completed
55937,2399,2106,2023-07-12,1,289.47,Shipped
55938,1620,2004,2023-10-03,5,132.85,Pending
55939,3387,2085,2024-02-14,4,1936.51,Shipped
55940,1275,2144,2023-11-19,2,922.55,Shipped
55941,1263,2182,2023-07-23,1,336.53,Completed
55942,3059,2196,2023-07-11,4,1020.41,Cancelled
55943,1123,2054,2024-04-22,4,905.41,Pending
55944,1937,2101,2024-04-29,5,846.33,Completed
55945,3078,2019,2024-04-28,2,200.45,Completed
55946,3382,2132,2023-10-22,3,89.49,Completed
55947,3013,2157,2023-06-26,2,684.45,Cancelled
55948,2140,2008,2023-09-24,4,786.33,Completed
55949,1811,2171,2023-07-26,2,197.54,Completed
55950,2405,2033,2024-05-18,4,1910.42,Completed
55951,2699,2116,2023-07-21,5,1624.48,Completed
55952,2023,2014,2023-12-07,4,1052.52,Cancelled
55953,1253,2117,2023-07-05,2,715.96,Pending
55954,2351,2039,2023-10-24,5,818.76,Cancelled
55955,3473,2019,2024-02-12,3,302.96,Shipped
55956,3456,2130,2023-09-30,5,1319.11,Completed
55957,1017,2183,2023-07-08,3,247.15,Cancelled
55958,2913,2114,2024-02-10,4,609.67,Completed
55959,2008,2103,2023-07-14,4,1728.52,Pending
55960,2696,2089,2023-08-10,5,,Completed
55961,1549,2181,2023-12-16,1,423.85,Shipped
55962,2343,2169,2023-10-16,5,1707.72,Completed
55963,1537,2145,2023-11-04,5,2157.65,Cancelled
